storm identifier,report ID,date,year,month,day,time,error,type,mag,state,county,radar,slat,slon,elat,elon,start_time (start time of storm analysis),end_time (end time of storm analysis),start_lat (start lat of storm analysis),start_lon (start lon of storm analysis),end_lat (end lat of storm analysis),end_lon (end lon of storm analysis),bndy,hcr,merger,merger_times (separated by spaces � HHMM),bndy orientation (degrees ... included if there is a boundary or HCRs),do_not_include,notes (NO COMMAS),,,,,,
20060420-storm1,2006-H-005255-01,4/20/06,2006,4,20,2215,,HAIL,200,TX,Hays,KEWX,29.9,-97.95,,,211208,233937,29.661,-98.36,29.974,-97.338,0,0,0,,,,,,,,,,
20060420-storm1,2006-H-005259-01,4/20/06,2006,4,20,2225,,HAIL,200,TX,Caldwell,KEWX,29.85,-97.82,,,211208,233937,29.661,-98.36,29.974,-97.338,0,0,0,,,,,,,,,,
20060420-storm2,2006-H-005270-01,4/20/06,2006,4,20,2250,,HAIL,200,MS,Lowndes,KGWX,33.63,-88.4,,,224049,235806,33.613,-88.403,33.685,-87.874,0,0,1,2250,,,,,,,,,
20060422-storm1,2006-T-000265-01,4/22/06,2006,4,22,2121,,TORNADO,0,FL,Wakulla,KTLH,30.22,-84.37,30.22,-84.3,203137,215451,30.205,-84.566,30.224,-84.168,0,0,0,,,,,,,,,,
20060424-storm1,2006-H-005833-01,4/25/06,2006,4,25,56,,HAIL,250,OK,Rogers,KINX,36.32,-95.77,,,234240,12533,36.079,-96.363,36.485,-95.579,0,0,0,,,,,,,,,,
20060426-storm1,2006-T-000608-01,4/26/06,2006,4,26,1827,,TORNADO,0,SC,Fairfield,KCAE,34.28,-81.22,34.33,-81.1,171428,200559,34.425,-81.647,34.116,-80.356,0,0,1,1818 1848 1923,,,,,,,,,
20060428-storm1,2006-T-000812-01,4/29/06,2006,4,29,218,,TORNADO,0,TX,Lampasas,KGRK,31.18,-98.1,31.18,-98.1,,,,,,,,,,,,1,great storm but over 70 km from the radar at all times ... not sure how it made it into this dataset,,,,,,
20060501-storm1,2006-H-006267-01,5/2/06,2006,5,2,550,,HAIL,200,OK,Pottawatomie,KTLX,35.35,-96.92,,,52242,64901,35.418,-97.079,35.397,-96.677,0,0,0,,,,,,,,,,
20060502-storm1,2006-W-002801-01,5/2/06,2006,5,2,2210,,WIND,70,TX,Bexar,KEWX,29.52,-98.38,,,214557,225740,29.563,-98.346,29.393,-98.514,0,0,1,2253,,,,,,,,,
20060502-storm1,2006-H-006382-01,5/2/06,2006,5,2,2224,,HAIL,250,TX,Bexar,KEWX,29.5,-98.33,,,214557,225740,29.563,-98.346,29.393,-98.514,0,0,1,2253,,,,,,,,,
20060504-storm1,2006-H-006668-01,5/5/06,2006,5,5,153,,HAIL,425,TX,Irion,KSJT,31.35,-100.82,,,1732,33618,31.701,-101.17,31.16,-100.444,0,0,1,37,,,boundaries in this case but not noting them because low radar resolution,,,,,,
20060504-storm1,2006-H-006685-01,5/5/06,2006,5,5,306,,HAIL,275,TX,TomGreen,KSJT,31.17,-100.53,,,1732,33618,31.701,-101.17,31.16,-100.444,0,0,1,37,,,boundaries in this case but not noting them because low radar resolution,,,,,,
20060505-storm1,2006-T-000854-01,5/5/06,2006,5,5,2230,,TORNADO,0,TX,Lynn,KLBB,33.33,-101.98,33.33,-101.97,215752,1249,33.275,-102.136,33.183,-101.439,0,0,1,2311 2320 2342 2355,,,,,,,,,
20060505-storm1,2006-H-006741-01,5/5/06,2006,5,5,2245,,HAIL,275,TX,Lynn,KLBB,33.32,-101.92,,,215752,1249,33.275,-102.136,33.183,-101.439,0,0,1,2311 2320 2342 2355,,,,,,,,,
20060505-storm1,2006-H-006746-01,5/5/06,2006,5,5,2300,,HAIL,275,TX,Lynn,KLBB,33.35,-101.82,,,215752,1249,33.275,-102.136,33.183,-101.439,0,0,1,2311 2320 2342 2355,,,,,,,,,
20060505-storm2,2006-T-000895-01,5/6/06,2006,5,6,132,,TORNADO,1,TX,Shackelford,KDYX,32.55,-99.52,32.55,-99.48,3540,32527,32.648,-100.059,32.55,-98.635,0,0,1,0050 0125,,,,,,,,,
20060509-storm1,2006-H-007321-01,5/10/06,2006,5,10,426,,HAIL,250,TX,Wichita,KFDR,34.07,-98.97,,,30939,51018,34.317,-99.787,33.852,-98.457,0,0,0,,,,chefs kiss isolated nocturnal supercell,,,,,,
20060510-storm1,2006-T-000308-01,5/10/06,2006,5,10,2220,,TORNADO,0,OH,Highland,KILN,39.2,-83.5,39.2,-83.5,210112,233628,38.803,-83.688,39.632,-83.412,0,0,0,,,,,,,,,,
20060510-storm2,2006-W-003263-01,5/11/06,2006,5,11,10,,WIND,75,IN,Harrison,KLVX,38.27,-86.12,,,234352,,38.257,-86.156,,,,,,,,1,incredibly weak ... not calling this a supercell,,,,,,
20060514-storm1,2006-W-003351-01,5/14/06,2006,5,14,2045,,WIND,65,TX,Williamson,KGRK,30.83,-97.92,,,194442,210823,31.079,-98.139,30.653,-97.678,0,0,1,1953 2025,,,,,,,,,
20060514-storm1,2006-T-000274-01,5/14/06,2006,5,14,2050,,TORNADO,0,TX,Williamson,KGRK,30.83,-97.92,30.83,-97.92,194442,210823,31.079,-98.139,30.653,-97.678,0,0,1,1953 2025,,,,,,,,,
20060514-storm2,2006-T-000272-01,5/14/06,2006,5,14,2315,,TORNADO,0,NC,Nash,KRAX,35.88,-78.12,35.88,-78.12,213044,234543,36.064,-79.163,35.946,-77.752,0,0,1,2324,,,,,,,,,
20060515-storm1,2006-W-003397-01,5/15/06,2006,5,15,1920,,WIND,80,FL,Miami-Dade,KAMX,25.92,-80.28,,,182905,202311,25.837,-80.372,25.922,-79.955,0,0,0,,,,,,,,,,
20060525-storm1,2006-H-008912-01,5/25/06,2006,5,25,2310,,HAIL,300,IN,Warrick,KVWX,38.2,-87.3,,,230348,234056,38.186,-87.425,38.197,-86.874,0,0,0,,,,,,,,,,
20060612-storm1,2006-H-010610-01,6/12/06,2006,6,12,2045,,HAIL,275,NC,Craven,KMHX,35.12,-77.05,,,192606,215411,34.812,-77.451,35.357,-76.475,0,0,0,,,,clear sea breeze ... again not identifying boundary,,,,,,
20060613-storm1,2006-T-000392-01,6/13/06,2006,6,13,1830,,TORNADO,0,SC,Beaufort,KCLX,32.5,-80.82,32.5,-80.82,175852,204832,32.234,-80.654,33.1,-80.891,0,0,1,1809,,,,,,,,,
20060613-storm2,2006-H-010736-01,6/14/06,2006,6,14,50,,HAIL,200,MT,Missoula,KMSX,47.03,-114.33,,,1010,13708,46.834,-114.456,47.357,-114.32,0,0,1,131,,,,,,,,,
20060613-storm3,2006-H-010744-01,6/14/06,2006,6,14,245,,HAIL,200,MT,Missoula,KMSX,47.12,-114.33,,,20947,32621,46.979,-114.454,47.639,-114.363,0,0,0,,,,,,,,,,
20060621-storm1,2006-H-011582-01,6/21/06,2006,6,21,2129,1,HAIL,200,IN,Marshall,KIWX,41.45,-86.15,,,210833,230809,41.399,-86.395,41.455,-84.874,0,0,1,2253,,,HCRs and boundaries evident ... will not notate,,,,,,
20060622-storm1,2006-H-011792-01,6/22/06,2006,6,22,1743,,HAIL,250,MO,Cass,KEAX,38.5,-94.08,,,160250,185936,38.408,-94.703,38.498,-93.52,0,0,0,,,,,,,,,,
20060622-storm2,2006-H-011895-01,6/22/06,2006,6,22,2120,,HAIL,250,IL,Jersey,KLSX,38.95,-90.35,,,203641,222341,38.961,-90.599,38.935,-89.764,0,0,1,2046,,,boundary evident ... will not notate,,,,,,
20060701-storm1,2006-H-012754-01,7/2/06,2006,7,2,119,,HAIL,200,WI,Calumet,KGRB,44.12,-88.1,,,2752,15110,44.132,-88.534,44.085,-87.403,0,0,0,,,,boundary evident ... will not notate,,,,,,
20060711-storm1,2006-T-000990-01,7/11/06,2006,7,11,2349,,TORNADO,0,OH,Warren,KILN,39.32,-84.15,39.32,-84.15,225908,13019,39.144,-84.396,39.537,-83.688,0,0,0,,,,,,,,,,
20060713-storm1,2006-H-013375-01,7/14/06,2006,7,14,100,,HAIL,275,NE,Webster,KUEX,40.07,-98.53,,,1828,15332,40.145,-98.394,39.894,-98.045,0,0,1,53,,,,,,,,,
20060814-storm1,2006-H-014740-01,8/14/06,2006,8,14,2347,,HAIL,275,SD,Meade,KUDX,44.15,-103.2,,,214500,10105,44.35,-103.413,43.97,-102.849,0,0,1,2238 2323 0031,,,becomes very messy at the end,,,,,,
20060814-storm1,2006-W-011686-01,8/14/06,2006,8,14,2348,,WIND,70,SD,Meade,KUDX,44.23,-103.27,,,214500,10105,44.35,-103.413,43.97,-102.849,0,0,1,2238 2323 0031,,,,,,,,,
20060817-storm1,2006-W-011815-01,8/18/06,2006,8,18,25,,WIND,80,MT,Yellowstone,KBLX,45.97,-108.23,,,225014,11348,45.851,-109.567,45.962,-107.645,0,0,0,,,,,,,,,,
20060824-storm1,2006-H-015151-01,8/24/06,2006,8,24,1640,1,HAIL,200,MN,Dakota,KMPX,44.72,-93.2,,,152621,164710,44.599,-93.551,44.321,-92.968,0,0,0,,,,,,,,,,
20060916-storm1,2006-T-000542-01,9/16/06,2006,9,16,2154,,TORNADO,1,SD,Minnehaha,KFSD,43.82,-96.92,43.83,-96.9,214148,225514,43.835,-97.026,44.192,-96.22,0,0,0,,,,earlier times not available on radar,,,,,,
20060922-storm1,2006-T-000518-01,9/22/06,2006,9,22,2102,,TORNADO,1,IL,Pope,KPAH,37.23,-88.52,37.25,-88.48,192156,214845,36.751,-89.47,37.436,-88.031,0,0,1,2127,,,,,,,,,
20060922-storm1,2006-T-000518-02,9/22/06,2006,9,22,2106,,TORNADO,1,KY,Livingston,KPAH,37.23,-88.48,37.3,-88.35,192156,214845,36.751,-89.47,37.436,-88.031,0,0,1,2127,,,,,,,,,
20061016-storm1,2006-T-001092-01,10/16/06,2006,10,16,1328,,TORNADO,0,LA,Vermilion,KLCH,30.04,-92.51,,,,,,,,,,,,,,1,same problem as above ... storm is more than 70 km away,,,,,,
20061026-storm1,2006-T-000957-01,10/26/06,2006,10,26,2155,,TORNADO,0,KS,Ford,KDDC,37.55,-99.81,37.54,-99.82,,,,,,,,,,,,1,not a supercell ... landspout from boundary interactions,,,,,,
20061026-storm2,2006-T-000328-01,10/26/06,2006,10,26,2242,,TORNADO,0,KS,Comanche,KDDC,37.36,-99.48,,,,,,,,,,,,,,1,not a supercell ... landspout from boundary interactions,,,,,,
20061115-storm1,2006-H-016621-01,11/16/06,2006,11,16,115,,HAIL,300,FL,Taylor,KTLH,29.95,-83.63,,,3422,14305,29.742,-84.224,30.19,-83.569,0,0,0,,,,,,,,,,
20061229-storm1,2006-T-000632-01,12/29/06,2006,12,29,2107,,TORNADO,0,TX,Bosque,KFWS,31.91,-97.43,31.91,-97.42,211747,231947,31.967,-97.441,33.061,-97.01,0,0,1,2142 2211 2305,,,,,,,,,
20070223-storm1,2007-T-000055-01,2/24/07,2007,2,24,414,,TORNADO,1,KS,Ford,KDDC,37.48,-100.25,37.7,-100.12,329,513,37.27,-100.5,37.96,-99.89,0,0,0,,,,at end of life storm dissipates and lots of small convection takes over,,,,,,
20070224-storm1,2007-T-000056-01,2/24/07,2007,2,24,1642,,TORNADO,1,LA,Bossier,KSHV,32.59,-93.64,32.6,-93.62,1547,1656,32.13,-94.16,32.77,-93.42,0,0,0,,,,lots of low level crap around cell of interest - messy,,,,,,
20070224-storm2,2007-T-000072-01,2/24/07,2007,2,24,2318,,TORNADO,1,MO,Johnson,KEAX,38.65,-94,38.68,-94,2253,2327,38.57,-94.06,38.84,-93.93,0,0,0,,,,wait even is this storm? Barely any reflectivty - structure is a joke - and produces a tornado. Also moving NW - gotta be cold core,,,,,,
20070302-storm1,2007-T-000156-01,3/2/07,2007,3,2,1340,,TORNADO,0,NC,Carteret,KMHX,34.75,-76.53,,,1314,1353,34.45,-76.98,34.84,-76.34,0,0,0,,,,messy mode - lots of convection but not necessarily a line - weak rotation signal,,,,,,
20070314-storm1,2007-T-000160-01,3/14/07,2007,3,14,2332,,TORNADO,0,OH,Lorain,KCLE,41.37,-82.1,,,2226,107,41.5,-82.72,41.36,-80.99,0,0,0,,,,tail end storm clearly on a boundary - though the radar can't see it,,,,,,
20070329-storm1,2007-T-000246-01,3/29/07,2007,3,29,58,,TORNADO,0,KS,Ford,KDDC,37.63,-100.18,37.75,-100.2,0,245,37.05,-100.29,38.45,-100.07,0,0,0,,,,Beatutiful storm - was definitely a boundary but not visible on radar data,,,,,,
20070329-storm1,2007-T-000253-01,3/29/07,2007,3,29,114,,TORNADO,1,KS,Gray,KDDC,37.67,-100.25,37.82,-100.27,0,245,37.05,-100.29,38.45,-100.07,0,0,0,,,,same storm as above,,,,,,
20070329-storm2,2007-T-000259-01,3/29/07,2007,3,29,129,,TORNADO,2,KS,Cheyenne,KGLD,39.56,-101.53,39.91,-101.62,2321,216,38.69,-101.77,39.96,-101.53,0,0,1,39,,,cell merger - after initial tornado report - north motion,,,,,,
20070329-storm1,2007-T-000262-01,3/29/07,2007,3,29,134,,TORNADO,1,KS,Hodgeman,KDDC,37.91,-100.15,38.05,-100.1,0,245,37.05,-100.29,38.45,-100.07,0,0,0,,,,DDC storm,,,,,,
20070329-storm1,2007-T-000270-01,3/29/07,2007,3,29,201,,TORNADO,3,KS,Hodgeman,KDDC,38.08,-100.07,38.28,-100,0,245,37.05,-100.29,38.45,-100.07,0,0,0,,,,DDC storm,,,,,,
20070404-storm1,2007-H-001846-01,4/4/07,2007,4,4,54,,HAIL,425,AR,Pulaski,KLZK,34.86,-92.52,,,2302,222,35,-92.97,34.54,-92.26,1,0,0,,,,slow moving cell - clear boundary influence at 0209 UTC - stopped analysis at time of cluster development,,,,,,
20070404-storm1,2007-H-001851-01,4/4/07,2007,4,4,100,,HAIL,425,AR,Pulaski,KLZK,34.79,-92.55,,,2302,222,35,-92.97,34.54,-92.26,0,0,0,,,,same cell as above,,,,,,
20070404-storm2,2007-T-000304-01,4/4/07,2007,4,4,120,,TORNADO,0,TX,Tarrant,KFWS,32.7,-97.12,32.69,-97.11,35,226,32.88,-97.05,32.26,-97.12,1,0,0,,,,short lived circulation - clear boundary off storm initiation so marking as boundary even though we're not tracking for this year,,,,,,
20070411-storm1,2007-T-000318-01,4/11/07,2007,4,11,2047,,TORNADO,1,AL,Bibb,KBMX,32.91,-86.89,32.9,-86.88,2000,2154,32.86,-87.48,32.88,-86.06,0,0,0,,,,relatively discrete storm - RFD shows cell development along the way but is squashed,,,,,,
20070411-storm2,2007-T-000323-01,4/11/07,2007,4,11,2135,,TORNADO,0,IN,Hendricks,KIND,39.85,-86.6,,,2013,2335,39.51,-87.01,40.25,-85.9,0,0,0,,,,discrete cell that gets overtaken by a line at the end of the analysis period,,,,,,
,2007-T-000321-01,4/11/07,2007,4,11,2205,,TORNADO,0,AL,Elmore,KMXX,32.48,-86.15,,,,,,,,,0,0,,,,1,,,,,,,
,2007-T-000322-01,4/11/07,2007,4,11,2218,,TORNADO,1,AL,Tallapoosa,KMXX,32.84,-85.76,32.83,-85.74,,,,,,,0,0,,,,1,,,,,,,
,2007-T-000324-01,4/11/07,2007,4,11,2254,,TORNADO,1,AL,Macon,KMXX,32.37,-85.6,32.34,-85.43,,,,,,,0,0,,,,1,,,,,,,
,2007-T-000325-01,4/11/07,2007,4,11,2313,,TORNADO,1,AL,Russell,KMXX,32.35,-85.44,32.33,-85.4,,,,,,,0,0,,,,1,,,,,,,
20070424-storm1,2007-T-000430-01,4/24/07,2007,4,24,238,,TORNADO,0,KS,Thomas,KGLD,39.29,-101.34,39.37,-101.31,0,358,38.68,-101.7,39.58,-101.09,0,0,0,,,,discrete storm - makes right turn @ 0152: 39.00 -101.67 - segment analysis here,,,,,,
20070424-storm1,2007-T-000432-01,4/24/07,2007,4,24,315,,TORNADO,1,KS,Thomas,KGLD,39.42,-101.25,39.52,-101.01,0,358,38.68,-101.7,39.58,-101.09,0,0,0,,,,same cell as above,,,,,,
20070426-storm1,2007-T-000477-01,4/26/07,2007,4,26,2352,,TORNADO,1,TN,Claiborne,KMRX,36.46,-83.59,36.43,-83.6,2300,37,36.24,-84.17,36.61,-83.35,0,0,0,,,,weird storm - low reflectivity,,,,,,
20070506-storm1,2007-T-000653-01,5/6/07,2007,5,6,334,,TORNADO,0,KS,Riley,KTWX,39.17,-96.39,,,203,410,38.36,-96.5,39.57,-96.32,0,0,0,,,,lots of mess around but cell remains mostly isolated,,,,,,
20070508-storm1,2007-T-000682-01,5/8/07,2007,5,8,2111,,TORNADO,0,TX,Shackelford,KDYX,32.8,-99.47,32.87,-99.4,2000,2241,32.64,-99.62,33.25,-99.27,0,0,0,,,,isolated storm right before a convective line,,,,,,
20070515-storm1,2007-W-001921-01,5/15/07,2007,5,15,133,,WIND,70,CO,Arapahoe,KFTG,39.67,-104.77,,,22,256,39.82,-105.29,39.47,-104.1,0,0,1,109,,,lots of convection near mountains - merger an acceleration into bowing line segment,,,,,,
20070518-storm1,2007-H-004424-01,5/18/07,2007,5,18,145,,HAIL,275,SD,Pennington,KUDX,44.08,-103.24,,,38,215,44.18,-103.26,44.01,-103.22,1,0,0,,,,slow moving - boundaries galore. Normally not visible on low-res data but these are likely convective in origin,,,,,,
20070523-storm1,2007-H-004706-01,5/23/07,2007,5,23,1923,,HAIL,270,MN,Hennepin,KMPX,45.12,-93.33,,,1800,1942,44.6,-94.02,45.2,-93.14,0,0,1,1929,,,,,,,,,
20070524-storm1,2007-H-004828-01,5/24/07,2007,5,24,45,,HAIL,200,KS,Ford,KDDC,37.64,-99.64,,,2346,142,37.31,-99.86,37.98,-99.33,0,0,0,,,,,,,,,,
20070530-storm1,2007-H-005192-01,5/30/07,2007,5,30,2245,,HAIL,200,TX,Harris,KHGX,29.73,-95.37,,,2152,2331,29.77,-95.49,29.59,-95.75,1,0,0,,,,nearly stationary - clear southward boudnary intitiates additional storms,,,,,,
20070607-storm1,2007-H-006079-01,6/7/07,2007,6,7,2025,,HAIL,200,WI,LaCrosse,KARX,43.97,-90.92,,,1920,2054,43.44,-91.87,44.2,-90.38,0,0,0,,,,tail end storm in line,,,,,,
20070616-storm1,2007-W-004220-01,6/16/07,2007,6,16,2300,,WIND,70,MT,Valley,KGGW,48.35,-106.9,,,2246,2359,48.42,-107.55,48.2,-106.62,0,0,0,,,,I'm not sure I've seen reflectivities that high - MT must be the land of ice meteors - crazy isolated cell. Likely continues along this line but I didn't download the data for it,,,,,,
20070617-storm1,2007-H-007075-01,6/17/07,2007,6,17,7,,HAIL,200,MT,Yellowstone,KBLX,46.05,-108.52,,,2300,52,45.99,-109.44,46.11,-108.07,0,0,0,,,,solo cell - likely continues along the same line but I didn't download any more data,,,,,,
20070619-storm1,2007-H-007319-01,6/19/07,2007,6,19,2253,,HAIL,425,OK,Alfalfa,KVNX,36.53,-98.15,,,2133,,36.73,-98.33,,,0,0,,,,1,weird cell - literally stationary - lots of random cells pop up - I can't even tell which storm the report is supposed to go with - not putting an end time,,,,,,
20070620-storm1,2007-H-007529-01,6/20/07,2007,6,20,2330,,HAIL,275,MN,Wright,KMPX,45,-93.87,,,2236,12,45.29,-94.26,44.72,-93.55,0,0,0,,,,isolated cell,,,,,,
20070620-storm2,2007-H-007566-01,6/21/07,2007,6,21,109,,HAIL,275,MN,Scott,KMPX,44.55,-93.57,,,12,210,44.92,-93.87,44.24,-93.24,0,0,0,,,,second cell that formed behind the first,,,,,,
,2007-H-007949-01,6/22/07,2007,6,22,2317,,HAIL,200,ND,McHenry,KMBX,48.61,-100.72,,,,,,,,,0,0,,,,1,,,,,,,
,2007-T-000903-01,6/30/07,2007,6,30,2025,,TORNADO,0,MO,Christian,KSGF,37,-93.23,,,,,,,,,0,0,,,,1,,,,,,,
20070704-storm1,2007-H-008684-01,7/4/07,2007,7,4,2025,,HAIL,200,MD,Montgomery,KLWX,39.25,-77.19,,,1900,2128,39.23,-77.68,39.25,-76.72,0,0,0,,,,,,,,,,
20070722-storm1,2007-H-009765-01,7/22/07,2007,7,22,1456,,HAIL,300,ND,Steele,KMVX,47.6,-97.79,,,1354,1557,47.9,-98.1,47.17,-97.36,0,0,0,,,,,,,,,,
20070804-storm1,2007-H-010246-01,8/4/07,2007,8,4,140,,HAIL,250,SD,Pennington,KUDX,44.02,-103.22,,,104,254,44.16,-103.38,43.69,-102.73,0,0,1,224,,,cell initially forms a left split before turning to the right of the mean path,,,,,,
20070804-storm1,2007-H-010247-01,8/4/07,2007,8,4,144,,HAIL,425,SD,Pennington,KUDX,43.96,-103.22,,,104,254,44.16,-103.38,43.69,-102.73,0,0,1,224,,,same storm as above,,,,,,
20070813-storm1,2007-H-010640-01,8/13/07,2007,8,13,2108,,HAIL,200,ND,GrandForks,KMVX,47.78,-97.1,,,2003,2214,48.06,-97.91,47.68,-96.37,0,0,0,,,,inflection point in storm path at 47.69 -96.93 @ 2136,,,,,,
20070816-storm1,2007-W-009475-01,8/16/07,2007,8,16,1945,,WIND,70,NY,Clinton,KCXX,44.71,-73.44,,,1918,2009,44.79,-74.62,44.71,-73.04,0,0,0,,,,this storm DIES - terrain maybe? I am unsure what its like there but this thing collapsed in two frames,,,,,,
20070827-storm1,2007-T-001047-01,8/27/07,2007,8,27,142,,TORNADO,4,ND,GrandForks,KMVX,47.72,-97.61,47.74,-97.53,3,313,47.7,-98.21,47.72,-96.7,0,0,1,0041 0106,,,after mergers storm produces severe events and a strong boundary - boundary then intiates a second storm that trails the first,,,,,,
20070827-storm1,2007-T-001049-01,8/27/07,2007,8,27,218,,TORNADO,1,ND,GrandForks,KMVX,47.82,-97.14,47.85,-97.06,3,313,47.7,-98.21,47.72,-96.7,0,0,1,0041 0106,,,same storm as above,,,,,,
20070827-storm1,2007-T-001052-01,8/27/07,2007,8,27,304,,TORNADO,2,MN,Polk,KMVX,47.71,-96.92,47.72,-96.86,3,313,47.7,-98.21,47.72,-96.7,0,0,1,248,,,same storm as above - third merger immediately before third event - rotation is weak and short lived and to the south of the mean path,,,,,,
20070906-storm1,2007-T-001074-01,9/6/07,2007,9,6,2328,,TORNADO,0,IL,Sangamon,KILX,39.95,-89.57,,,2303,132,39.93,-89.6,40.36,-89.15,0,0,0,,,,this storm looks like crap yet produces a tornado - also no idea what's going on with the radar as it's constantly shifting detections each successive update - goes right over radar,,,,,,
20071018-storm1,2007-W-012486-01,10/18/07,2007,10,18,2226,,WIND,70,IN,Harrison,KLVX,38.1,-86.28,,,2128,2343,37.9,-86.79,38.46,-85.38,0,0,0,,,,strong storm as it approaches Louisville which then promply goes to crap after hitting town,,,,,,
20071018-storm1,2007-T-001167-01,10/18/07,2007,10,18,2310,,TORNADO,0,KY,Jefferson,KLVX,38.26,-85.7,38.26,-85.7,2128,2343,37.9,-86.79,38.46,-85.38,0,0,0,,,,"same storm as above, the reflectivity structure at the time of the second and third reports looks small and messy - is this heat island influenced",,,,,,
20071018-storm1,2007-W-012504-01,10/18/07,2007,10,18,2310,,WIND,70,KY,Jefferson,KLVX,38.26,-85.69,,,2128,2343,37.9,-86.79,38.46,-85.38,0,0,0,,,,"same storm as above, the reflectivity structure at the time of the second and third reports looks small and messy - is this heat island influenced",,,,,,
20071019-storm1,2007-T-001168-01,10/19/07,2007,10,19,15,,TORNADO,0,IL,Edwards,KVWX,38.54,-87.99,38.54,-87.99,2334,55,38.31,-88.59,38.87,-87.45,1,0,0,,,,storm is clearly riding a boundary that is moderately visible on radar,,,,,,
20071114-storm1,2007-T-001215-01,11/14/07,2007,11,14,2335,,TORNADO,1,TN,Lincoln,KHTX,35.04,-86.48,35.05,-86.38,2235,144,35.07,-86.89,35.1,-85.25,0,0,1,,,,messy storm environment - lots of nearby convection to influence - nearly constant small mergers,,,,,,
20071114-storm1,2007-T-001216-01,11/15/07,2007,11,15,102,,TORNADO,2,TN,Marion,KHTX,35.05,-85.69,35.04,-85.65,2235,144,35.07,-86.89,35.1,-85.25,0,0,1,,,,same storm as above,,,,,,
20080107-storm1,2008-T-000013-01,1/8/08,2008,1,8,29,,TORNADO,3,MO,Greene,KSGF,37.28,-93.16,37.31,-93.09,2301,113,36.79,-94.07,37.59,-92.65,0,0,0,,,,,,,,,,
20080107-storm2,2008-T-000018-01,1/8/08,2008,1,8,137,,TORNADO,0,MO,Christian,KSGF,37.05,-93.62,37.05,-93.62,53,306,37.45,-92.86,37.65,-92.69,0,0,1,235,,,,,,,,,
20080107-storm3,2008-T-000041-01,1/8/08,2008,1,8,554,,TORNADO,0,OK,Wagoner,KINX,35.91,-95.31,35.93,-95.28,453,635,35.55,-96,36.4,-94.75,0,0,0,,,,,,,,,,
20080108-storm1,2008-T-000064-01,1/8/08,2008,1,8,2020,,TORNADO,1,AR,Mississippi,KNQA,35.64,-89.98,35.61,-90.02,1912,2106,35.27,-90.76,35.96,-89.39,0,0,1,1925,,,Shield of light precip in inflow after ~2020 UTC,,,,,,
20080108-storm2,2008-T-000068-01,1/8/08,2008,1,8,2337,,TORNADO,1,MS,Simpson,KDGX,31.99,-90.1,32.02,-89.77,2230,108,31.83,-90.7,32.07,-89.3,0,0,1,36,,,,,,,,,
20080108-storm2,2008-T-000069-01,1/9/08,2008,1,9,11,,TORNADO,0,MS,Rankin,KDGX,32.06,-89.75,32.06,-89.74,2230,108,31.83,-90.7,32.07,-89.3,0,0,1,36,,,same storm as above,,,,,,
20080110-storm1,2008-H000225-00,1/10/08,2008,1,10,1811,,HAIL,275,MS,Madison,KDGX,32.41,-90.23,,,1713,1932,32.03,-90.95,32.7,-89.36,0,0,1,1715 1822 1840,,,storm produced multiple tornadoes,,,,,,
20080125-storm1,2008-T-000092-01,1/25/08,2008,1,25,315,,TORNADO,0,CA,Ventura,KVTX,34.12,-119.12,,,,,,,,,,,,,,1,looks like a shower and data missing around time of tornado,,,,,,
20080205-storm1,2008-W-000756-00,2/5/08,2008,2,5,2336,,WIND,73,TN,Shelby,KNQA,35.0613,-89.9837,,,2300,45,34.75,-90.36,35.58,-89.04,0,0,0,,,,Anvil precip from storms to south get close but moves parallel to storm.,,,,,,
20080205-storm1,2008-T-000132-01,2/6/08,2008,2,6,2,,TORNADO,0,TN,Shelby,KNQA,35.2,-89.67,35.23,-89.64,2300,45,34.75,-90.36,35.58,-89.04,0,0,0,,,,Anvil precip from storms to south get close but moves parallel to storm.,,,,,,
20080205-storm2,2008-W-000863-00,2/6/08,2008,2,6,358,,WIND,70,TN,Sumner,KOHX,36.4,-86.3241,,,258,434,35.86,-87.24,36.66,-85.85,0,0,0,,,,storm produced multiple tornadoes,,,,,,
20080205-storm2,2008-T-000175-01,2/6/08,2008,2,6,402,,TORNADO,3,TN,Sumner,KOHX,36.38,-86.34,36.42,-86.27,258,434,35.86,-87.24,36.66,-85.85,0,0,0,,,,storm produced multiple tornadoes,,,,,,
20080205-storm3,2008-T-000199-01,2/6/08,2008,2,6,644,,TORNADO,0,TN,Davidson,KOHX,36.21,-86.95,,,612,755,36,-87.38,36.73,-85.93,0,0,1,0633 0733,,,produced tors around time of mergers,,,,,,
20080315-storm1,2008-H001118-00,3/15/08,2008,3,15,1945,,HAIL,275,GA,Fulton,KFFC,33.69,-84.57,,,1907,2042,33.76,-85.25,33.62,-83.82,,,0,,,,Steady small supercell stays discrete with lots of other storms around,,,,,,
20080315-storm2,2008-H001175-00,3/15/08,2008,3,15,2100,,HAIL,200,GA,Clayton,KFFC,33.57,-84.36,,,2002,2142,33.58,-85.31,33.46,-83.74,,,0,,,,Steady small supercell stays discrete with lots of other storms around,,,,,,
20080315-storm3,2008-T-000365-01,3/15/08,2008,3,15,2141,,TORNADO,2,SC,Lexington,KCAE,33.8,-81.39,33.8,-81.24,2113,2249,33.89,-81.91,33.59,-80.41,,,0,,,,Steady long-lived tornadic supercell.,,,,,,
